S.No.,District,Assembly constituency,Mandal,Gram Panchayat,No of Wards,Male,Female,Others,Total Voters,AC No.,GP reserved for
10563,Siddipet,Siddipet,Chinnakodur,Metpally,8,248,249,0,497,33,UR (M/W)
10564,Siddipet,Siddipet,Chinnakodur,Obulapur,8,375,420,0,795,33,UR (W)
10565,Siddipet,Siddipet,Chinnakodur,Peddakodur,10,975,1045,0,2020,33,UR (W)
10566,Siddipet,Siddipet,Chinnakodur,Ramancha,12,1304,1295,0,2599,33,SC (M/W)
10567,Siddipet,Siddipet,Chinnakodur,Ramunipatla,10,718,706,0,1424,33,BC (W)
10568,Siddipet,Siddipet,Chinnakodur,Rangaipally,6,136,150,0,286,33,UR (W)
10569,Siddipet,Siddipet,Chinnakodur,Shankarayakunta,6,131,136,0,267,33,BC (M/W)
10570,Siddipet,Siddipet,Chinnakodur,Sikindlapur,8,649,687,0,1336,33,UR (W)
10571,Siddipet,Siddipet,Chinnakodur,Vittalapur,10,896,956,0,1852,33,BC (W)
10572,Siddipet,Siddipet,Chinnakodur,Yellaipally,8,241,280,0,521,33,BC (M/W)
10573,Siddipet,Siddipet,Chinnakodur,Yellammajalu,8,216,212,0,428,33,BC (W)
10574,Siddipet,Siddipet,Nangunoor,Akkenapally,10,864,840,0,1704,33,UR (W)
10575,Siddipet,Siddipet,Nangunoor,Ankushapur,8,417,449,0,866,33,BC (W)
10576,Siddipet,Siddipet,Nangunoor,Appalaicheruvu,8,186,212,0,398,33,UR (M/W)
10577,Siddipet,Siddipet,Nangunoor,Baddipadaga,10,989,1127,0,2116,33,SC (W)
10578,Siddipet,Siddipet,Nangunoor,Dargapally,8,352,360,0,712,33,UR (W)
10579,Siddipet,Siddipet,Nangunoor,Gatlamalyala,10,960,965,0,1925,33,UR (M/W)
10580,Siddipet,Siddipet,Nangunoor,Ghanpur,8,508,517,0,1025,33,SC (M/W)
10581,Siddipet,Siddipet,Nangunoor,Jp Thanda,8,201,187,0,388,33,ST (W)
10582,Siddipet,Siddipet,Nangunoor,Khanapur,8,511,515,0,1026,33,BC (M/W)
10583,Siddipet,Siddipet,Nangunoor,Khatha,8,525,554,0,1079,33,SC (W)
10584,Siddipet,Siddipet,Nangunoor,Konaipally,8,366,370,0,736,33,UR (M/W)
10585,Siddipet,Siddipet,Nangunoor,Kondamrajpally,8,510,514,0,1024,33,UR (W)
10586,Siddipet,Siddipet,Nangunoor,Maisampally,8,275,276,0,551,33,UR (M/W)
10587,Siddipet,Siddipet,Nangunoor,Maqdumpur,10,750,737,0,1487,33,SC (M/W)
10588,Siddipet,Siddipet,Nangunoor,Mundrai,8,605,660,0,1265,33,BC (W)
10589,Siddipet,Siddipet,Nangunoor,Nagarajpally,8,253,269,0,522,33,UR (M/W)
10590,Siddipet,Siddipet,Nangunoor,Nangunoor,14,1973,2020,1,3994,33,SC (M/W)
10591,Siddipet,Siddipet,Nangunoor,Narmetta,10,854,885,0,1739,33,UR (W)
10592,Siddipet,Siddipet,Nangunoor,Palamakula,10,1216,1243,0,2459,33,BC (M/W)
10593,Siddipet,Siddipet,Nangunoor,Rajagopalpet,10,987,1024,0,2011,33,BC (W)
10594,Siddipet,Siddipet,Nangunoor,Rampur,8,568,601,0,1169,33,UR (M/W)
10595,Siddipet,Siddipet,Nangunoor,Santhosh Nagar,6,117,112,0,229,33,ST (M/W)
10596,Siddipet,Siddipet,Nangunoor,Siddannapet,10,695,712,0,1407,33,BC (M/W)
10597,Siddipet,Siddipet,Nangunoor,Thimmaipally,8,518,523,0,1041,33,UR (M/W)
10598,Siddipet,Siddipet,Nangunoor,Venkatapur,8,482,569,0,1051,33,UR (M/W)
10599,Siddipet,Siddipet,Narayanraopet,Banjerupally,8,229,222,0,451,33,UR (W)
10600,Siddipet,Siddipet,Narayanraopet,Gopulapur,8,558,539,0,1097,33,BC (M/W)
10601,Siddipet,Siddipet,Narayanraopet,Gurralagondi,10,1163,1198,0,2361,33,UR (W)
10602,Siddipet,Siddipet,Narayanraopet,Ibrahimpur,8,419,461,0,880,33,UR (W)
10603,Siddipet,Siddipet,Narayanraopet,Jakkapur,12,1306,1325,0,2631,33,BC (M/W)
10604,Siddipet,Siddipet,Narayanraopet,Kodandaraopally,6,183,205,0,388,33,SC (W)
10605,Siddipet,Siddipet,Narayanraopet,Lakshmidevipally,8,595,546,0,1141,33,UR (M/W)
10606,Siddipet,Siddipet,Narayanraopet,Malyala,10,679,713,0,1392,33,SC (M/W)
10607,Siddipet,Siddipet,Narayanraopet,Matendla,8,366,361,0,727,33,UR (W)
10608,Siddipet,Siddipet,Narayanraopet,Narayanraopet,12,1812,1867,0,3679,33,UR (M/W)
10609,Siddipet,Siddipet,Narayanraopet,Shekarraopet,6,187,187,0,374,33,BC (M/W)
10610,Siddipet,Siddipet,Siddipet_Rural,Bachaipally,6,143,160,0,303,33,BC (W)
10611,Siddipet,Siddipet,Siddipet_Rural,Bandacherlapally,8,206,221,0,427,33,SC (M/W)
10612,Siddipet,Siddipet,Siddipet_Rural,Bussapur,10,677,661,0,1338,33,UR (M/W)
10613,Siddipet,Siddipet,Siddipet_Rural,Chinna Gundavelli,10,1136,1128,0,2264,33,UR (W)
10614,Siddipet,Siddipet,Siddipet_Rural,Chintamadaka,10,1126,1198,0,2324,33,BC (W)
10615,Siddipet,Siddipet,Siddipet_Rural,Irkode,10,970,1079,0,2049,33,SC (M/W)
10616,Siddipet,Siddipet,Siddipet_Rural,Machapur,8,514,565,0,1079,33,UR (M/W)
10617,Siddipet,Siddipet,Siddipet_Rural,Pedda Lingareddypalle,10,654,638,0,1292,33,UR (M/W)
10618,Siddipet,Siddipet,Siddipet_Rural,Pulluru,12,1750,1801,0,3551,33,UR (W)
10619,Siddipet,Siddipet,Siddipet_Rural,Raghavapur,12,1453,1446,0,2899,33,SC (W)
10620,Siddipet,Siddipet,Siddipet_Rural,Rampur,8,303,326,0,629,33,UR (W)
10621,Siddipet,Siddipet,Siddipet_Rural,Raorukula,10,833,877,0,1710,33,UR (M/W)
10622,Siddipet,Siddipet,Siddipet_Rural,Seetarampally,8,373,360,0,733,33,BC (M/W)
10623,Siddipet,Siddipet,Siddipet_Rural,Thornal,10,891,925,0,1816,33,UR (W)
10624,Siddipet,Siddipet,Siddipet_Rural,Venkatapur,8,572,536,0,1108,33,UR (M/W)
10625,Siddipet,Siddipet,Siddipet_Urban,Bakrichepyala,10,810,848,0,1658,33,BC (W)
10626,Siddipet,Siddipet,Siddipet_Urban,Burugupally,8,547,618,0,1165,33,SC (W)
10627,Siddipet,Siddipet,Siddipet_Urban,Ensanpally,12,1908,1995,0,3903,33,UR (W)
10628,Siddipet,Siddipet,Siddipet_Urban,Kistasagar,8,181,211,0,392,33,UR (W)
10629,Siddipet,Siddipet,Siddipet_Urban,Mandapally,10,786,860,0,1646,33,UR (W)
10630,Siddipet,Siddipet,Siddipet_Urban,Mittapally,12,1252,1331,0,2583,33,BC (M/W)
10631,Siddipet,Siddipet,Siddipet_Urban,Nacharupally,8,452,471,0,923,33,UR (M/W)
10632,Siddipet,Siddipet,Siddipet_Urban,Pandava puram,8,116,126,0,242,33,UR (M/W)
10633,Siddipet,Siddipet,Siddipet_Urban,Ponnal,10,1272,1344,0,2616,33,SC (M/W)
10634,Siddipet,Siddipet,Siddipet_Urban,Thadkapally,12,1338,1381,0,2719,33,BC (M/W)
10635,Siddipet,Siddipet,Siddipet_Urban,Velkatur,10,706,772,0,1478,33,BC (W)
10636,Siddipet,Siddipet,Siddipet_Urban,Yellupally,8,400,420,0,820,33,UR (M/W)
10637,Suryapet,Huzurnagar,Chinthala Palem,Adloor(Ch),8,261,269,0,530,89,UR (M/W)
10638,Suryapet,Huzurnagar,Chinthala Palem,Chinthalapalem,12,1996,2126,0,4122,89,UR (M/W)
10639,Suryapet,Huzurnagar,Chinthala Palem,Chintiryala(R&R),10,674,682,0,1356,89,BC (M/W)
10640,Suryapet,Huzurnagar,Chinthala Palem,Dondapadu,14,3241,3496,0,6737,89,BC (M/W)
10641,Suryapet,Huzurnagar,Chinthala Palem,Gandhinagar Thanda,8,389,431,0,820,89,UR (W)
10642,Suryapet,Huzurnagar,Chinthala Palem,Gudimalkapuram,10,1216,1238,0,2454,89,BC (W)
10643,Suryapet,Huzurnagar,Chinthala Palem,Kistapuram(R&R),10,682,666,0,1348,89,UR (W)
10644,Suryapet,Huzurnagar,Chinthala Palem,Kothagudem,8,283,281,0,564,89,ST (W)
10645,Suryapet,Huzurnagar,Chinthala Palem,Nakkagudem,10,795,800,0,1595,89,ST (M/W)
10646,Suryapet,Huzurnagar,Chinthala Palem,Peekla Naik Thanda,8,465,486,0,951,89,UR (M/W)
10647,Suryapet,Huzurnagar,Chinthala Palem,Pulichinthala Project Colony,8,339,351,0,690,89,UR (W)
10648,Suryapet,Huzurnagar,Chinthala Palem,Rebally(R&R),8,359,384,0,743,89,SC (W)
10649,Suryapet,Huzurnagar,Chinthala Palem,Shobanadri Gudem,8,392,384,0,776,89,UR (M/W)
10650,Suryapet,Huzurnagar,Chinthala Palem,Thammaram(R&R),10,967,1093,0,2060,89,UR (M/W)
10651,Suryapet,Huzurnagar,Chinthala Palem,Vajinepally,8,550,523,0,1073,89,SC (M/W)
10652,Suryapet,Huzurnagar,Chinthala Palem,Yarrakunta Thanda,8,523,490,0,1013,89,ST (M/W)
10653,Suryapet,Huzurnagar,Garidepalle,Abbireddygudem,8,475,501,0,976,89,UR (W)
10654,Suryapet,Huzurnagar,Garidepalle,Appannapet,10,641,664,1,1306,89,SC (W)
10655,Suryapet,Huzurnagar,Garidepalle,Chinnagara Kunta Thanda,6,194,190,0,384,89,UR (M/W)
10656,Suryapet,Huzurnagar,Garidepalle,Gaddipally,12,1363,1436,0,2799,89,BC (W)
10657,Suryapet,Huzurnagar,Garidepalle,Ganugubanda,10,924,953,0,1877,89,BC (M/W)
10658,Suryapet,Huzurnagar,Garidepalle,Garakunta Thanda,8,461,450,0,911,89,UR (W)
10659,Suryapet,Huzurnagar,Garidepalle,Garidepally,14,2177,2425,0,4602,89,BC (W)
10660,Suryapet,Huzurnagar,Garidepalle,Kachvarigudem,8,431,486,0,917,89,UR (M/W)
10661,Suryapet,Huzurnagar,Garidepalle,Kalmalchervu,12,1729,1878,0,3607,89,SC (M/W)
10662,Suryapet,Huzurnagar,Garidepalle,Kalwapally,8,545,598,0,1143,89,SC (W)
10663,Suryapet,Huzurnagar,Garidepalle,Kattavarigudem,8,403,431,0,834,89,BC (M/W)
10664,Suryapet,Huzurnagar,Garidepalle,Keethavarigudem,12,1442,1524,0,2966,89,UR (M/W)
10665,Suryapet,Huzurnagar,Garidepalle,Kodarampuram,8,284,311,0,595,89,SC (W)
10666,Suryapet,Huzurnagar,Garidepalle,Konaigudem,8,311,295,0,606,89,BC (W)
10667,Suryapet,Huzurnagar,Garidepalle,Kondaigudem,8,375,408,0,783,89,UR (W)
10668,Suryapet,Huzurnagar,Garidepalle,Kothagudem,8,349,385,0,734,89,UR (W)
10669,Suryapet,Huzurnagar,Garidepalle,Kuthubshapuram,10,752,779,0,1531,89,BC (M/W)
10670,Suryapet,Huzurnagar,Garidepalle,L.B.Nagar,8,385,404,0,789,89,UR (M/W)
10671,Suryapet,Huzurnagar,Garidepalle,Lachya Thanda (Kothagudem Thanda),8,347,346,0,693,89,ST (W)
10672,Suryapet,Huzurnagar,Garidepalle,Laxmipuram,8,302,330,0,632,89,UR (M/W)
10673,Suryapet,Huzurnagar,Garidepalle,Mangapuram,8,424,485,0,909,89,BC (M/W)
10674,Suryapet,Huzurnagar,Garidepalle,Marrikunta,8,267,321,0,588,89,BC (M/W)
10675,Suryapet,Huzurnagar,Garidepalle,Pareddygudem,8,356,402,0,758,89,SC (M/W)
10676,Suryapet,Huzurnagar,Garidepalle,Ponugodu,14,2535,2620,6,5161,89,BC (M/W)
10677,Suryapet,Huzurnagar,Garidepalle,Rainigudem,10,655,730,0,1385,89,BC (M/W)
10678,Suryapet,Huzurnagar,Garidepalle,Ramchandrapuram,8,350,382,0,732,89,BC (W)
10679,Suryapet,Huzurnagar,Garidepalle,Rangapuram,8,313,326,0,639,89,SC (W)
10680,Suryapet,Huzurnagar,Garidepalle,Regulagadda Thanda,8,520,554,0,1074,89,UR (M/W)
10681,Suryapet,Huzurnagar,Garidepalle,Sarvaram,10,1067,1164,0,2231,89,BC (W)
10682,Suryapet,Huzurnagar,Garidepalle,Seethla Thanda,8,371,366,0,737,89,UR (M/W)
10683,Suryapet,Huzurnagar,Garidepalle,Tallamalkapuram,10,733,755,0,1488,89,SC (M/W)
10684,Suryapet,Huzurnagar,Garidepalle,Velidanda,10,887,932,0,1819,89,BC (M/W)
10685,Suryapet,Huzurnagar,Garidepalle,Venkatrampuram,8,286,304,0,590,89,BC (W)
10686,Suryapet,Huzurnagar,Huzur Nagar,Amaravaram,12,1473,1520,0,2993,89,UR (W)
10687,Suryapet,Huzurnagar,Huzur Nagar,Anjalipuram,8,274,290,0,564,89,UR (M/W)
10688,Suryapet,Huzurnagar,Huzur Nagar,Burugadda,12,1272,1323,0,2595,89,BC (W)
10689,Suryapet,Huzurnagar,Huzur Nagar,Gopalapuram,10,885,944,0,1829,89,SC (M/W)
10690,Suryapet,Huzurnagar,Huzur Nagar,Karakkayalagudem,10,740,808,0,1548,89,SC (M/W)
10691,Suryapet,Huzurnagar,Huzur Nagar,Lakkavaram,10,1021,1044,0,2065,89,UR (M/W)
10692,Suryapet,Huzurnagar,Huzur Nagar,Lingagiri,10,1137,1156,0,2293,89,SC (W)
10693,Suryapet,Huzurnagar,Huzur Nagar,Marrigudem,8,332,384,0,716,89,BC (W)
10694,Suryapet,Huzurnagar,Huzur Nagar,Seetharam Puram,6,208,222,0,430,89,BC (M/W)
10695,Suryapet,Huzurnagar,Huzur Nagar,Srinivasapuram,10,776,826,0,1602,89,UR (M/W)
10696,Suryapet,Huzurnagar,Huzur Nagar,Vepalasingaram,14,2169,2227,0,4396,89,UR (W)
10697,Suryapet,Huzurnagar,Mattampalle,Allipuram,8,421,479,0,900,89,UR (W)
10698,Suryapet,Huzurnagar,Mattampalle,Averenikunta Thanda,8,215,222,0,437,89,UR (M/W)
10699,Suryapet,Huzurnagar,Mattampalle,Badava Thanda,8,285,290,0,575,89,ST (M/W)
10700,Suryapet,Huzurnagar,Mattampalle,Bakkamanthulagudem,10,1042,1101,0,2143,89,UR (M/W)
10701,Suryapet,Huzurnagar,Mattampalle,Beemla Thanda,8,395,404,0,799,89,UR (M/W)
10702,Suryapet,Huzurnagar,Mattampalle,Bheelyanaik Thanda,10,726,724,0,1450,89,ST (M/W)
10703,Suryapet,Huzurnagar,Mattampalle,Chennaipalem,8,271,271,0,542,89,ST (M/W)
10704,Suryapet,Huzurnagar,Mattampalle,Choutapally,12,1230,1358,0,2588,89,UR (M/W)
10705,Suryapet,Huzurnagar,Mattampalle,Donabandathanda,6,207,208,0,415,89,ST (M/W)
10706,Suryapet,Huzurnagar,Mattampalle,Gundlapally,8,447,475,0,922,89,UR (W)
10707,Suryapet,Huzurnagar,Mattampalle,Gurrampodu Thanda,8,335,338,0,673,89,ST (M/W)
10708,Suryapet,Huzurnagar,Mattampalle,Hanumanthulagudem,8,539,555,0,1094,89,SC (M/W)
10709,Suryapet,Huzurnagar,Mattampalle,Jamla Thanda,6,193,178,0,371,89,ST (M/W)
10710,Suryapet,Huzurnagar,Mattampalle,Kalvapally Thanda,8,358,353,0,711,89,UR (W)
10711,Suryapet,Huzurnagar,Mattampalle,Kamanchikuntathanda,8,291,273,0,564,89,UR (M/W)
10712,Suryapet,Huzurnagar,Mattampalle,Kindi Thanda,8,262,299,0,561,89,ST (W)
10713,Suryapet,Huzurnagar,Mattampalle,Krishna Thanda,8,355,354,0,709,89,UR (W)
10714,Suryapet,Huzurnagar,Mattampalle,Lali Thanda,8,207,214,0,421,89,UR (M/W)
10715,Suryapet,Huzurnagar,Mattampalle,Manchyathanda,8,563,592,0,1155,89,ST (W)
10716,Suryapet,Huzurnagar,Mattampalle,Mattampally,14,3025,3292,0,6317,89,SC (W)
10717,Suryapet,Huzurnagar,Mattampalle,Mattapally,10,638,615,0,1253,89,BC (W)
10718,Suryapet,Huzurnagar,Mattampalle,Pata Donabanda Thanda,8,248,267,0,515,89,UR (W)
10719,Suryapet,Huzurnagar,Mattampalle,Peddaveedu,12,1581,1766,0,3347,89,SC (M/W)
10720,Suryapet,Huzurnagar,Mattampalle,Raghunadhapalem,14,2174,2355,0,4529,89,UR (W)
10721,Suryapet,Huzurnagar,Mattampalle,Ramchandrapuram,8,484,494,0,978,89,ST (W)
10722,Suryapet,Huzurnagar,Mattampalle,Sulthanpuram Thanda,6,188,210,0,398,89,UR (W)
10723,Suryapet,Huzurnagar,Mattampalle,Thummalathanda,8,297,291,0,588,89,ST (W)
10724,Suryapet,Huzurnagar,Mattampalle,Vardhapuram,8,487,512,0,999,89,BC (M/W)
10725,Suryapet,Huzurnagar,Mattampalle,Yathavakilla,10,850,859,0,1709,89,SC (W)
10726,Suryapet,Huzurnagar,Mellachervu,Dubba Thanda,4,114,119,0,233,89,SC (M/W)
10727,Suryapet,Huzurnagar,Mellachervu,Hemla Thanda,10,766,796,0,1562,89,SC (W)
10728,Suryapet,Huzurnagar,Mellachervu,Jaggu Thanda,8,507,520,0,1027,89,ST (W)
10729,Suryapet,Huzurnagar,Mellachervu,Kandibanda,12,1739,1861,1,3601,89,UR (W)
10730,Suryapet,Huzurnagar,Mellachervu,Kappalakunta Thanda (Ht),10,735,740,0,1475,89,UR (M/W)
10731,Suryapet,Huzurnagar,Mellachervu,Mangala Kunta Thanda,6,177,189,0,366,89,UR (W)
10732,Suryapet,Huzurnagar,Mellachervu,Mellacheruvu,16,5149,5508,0,10657,89,UR (W)
10733,Suryapet,Huzurnagar,Mellachervu,Nallabanda Gudem,8,255,263,0,518,89,UR (W)
10734,Suryapet,Huzurnagar,Mellachervu,Ramaanjaneya Thanda,8,234,208,0,442,89,BC (M/W)
10735,Suryapet,Huzurnagar,Mellachervu,Ramapuram,14,2386,2411,0,4797,89,SC (W)
10736,Suryapet,Huzurnagar,Mellachervu,Revooru,12,1424,1478,0,2902,89,BC (M/W)
10737,Suryapet,Huzurnagar,Mellachervu,Vellatooru,10,1107,1187,0,2294,89,BC (W)
10738,Suryapet,Huzurnagar,Mellachervu,Venkatrampuram,8,304,338,0,642,89,UR (M/W)
10739,Suryapet,Huzurnagar,Mellachervu,Vepalamadharam,10,1109,1215,0,2324,89,SC (M/W)
10740,Suryapet,Huzurnagar,Mellachervu,Yarragattu Thanda,8,262,267,0,529,89,UR (M/W)
10741,Suryapet,Huzurnagar,Mellachervu,Yathirajapuram Thanda,8,472,446,0,918,89,UR (M/W)
10742,Suryapet,Huzurnagar,Neredcherla,Bakkaiahgudem,8,289,325,0,614,89,UR (M/W)
10743,Suryapet,Huzurnagar,Neredcherla,Bodaldinna,8,245,300,0,545,89,UR (W)
10744,Suryapet,Huzurnagar,Neredcherla,Burugula Thanda,8,355,327,0,682,89,ST (M/W)
10745,Suryapet,Huzurnagar,Neredcherla,Chillepalli,10,740,835,0,1575,89,UR (W)
10746,Suryapet,Huzurnagar,Neredcherla,Dacharam,10,715,727,0,1442,89,UR (M/W)
10747,Suryapet,Huzurnagar,Neredcherla,Dirsincharla,12,1602,1724,0,3326,89,BC (M/W)
10748,Suryapet,Huzurnagar,Neredcherla,Fatheypuram,8,383,438,0,821,89,UR (W)
10749,Suryapet,Huzurnagar,Neredcherla,Janaladinna,6,180,201,0,381,89,SC (W)
10750,Suryapet,Huzurnagar,Neredcherla,Kalluru,10,782,832,0,1614,89,UR (W)
10751,Suryapet,Huzurnagar,Neredcherla,Kandulavarigudem,8,474,507,0,981,89,UR (M/W)
10752,Suryapet,Huzurnagar,Neredcherla,Lal Lakshmipuram,8,228,242,0,470,89,SC (M/W)
10753,Suryapet,Huzurnagar,Neredcherla,Medaram,10,710,800,0,1510,89,UR (M/W)
10754,Suryapet,Huzurnagar,Neredcherla,Mukundapuram,10,636,636,0,1272,89,SC (W)
10755,Suryapet,Huzurnagar,Neredcherla,Penchikaldinna,12,1237,1305,0,2542,89,SC (M/W)
10756,Suryapet,Huzurnagar,Neredcherla,Pulgambanda Thanda,8,368,377,0,745,89,UR (M/W)
10757,Suryapet,Huzurnagar,Neredcherla,Rollavarigudem,8,263,302,0,565,89,ST (W)
10758,Suryapet,Huzurnagar,Neredcherla,Somaram,10,1044,1058,0,2102,89,BC (M/W)
10759,Suryapet,Huzurnagar,Neredcherla,Vaikuntapuram,8,325,334,0,659,89,SC (M/W)
10760,Suryapet,Huzurnagar,Neredcherla,Yallaram,6,144,152,0,296,89,BC (W)
10761,Suryapet,Huzurnagar,Palakeedu,Alingapuram,8,430,467,0,897,89,UR (W)
10762,Suryapet,Huzurnagar,Palakeedu,Bette Thanda,10,700,730,0,1430,89,UR (W)
10763,Suryapet,Huzurnagar,Palakeedu,Bothalapalem,10,866,921,0,1787,89,UR (W)
10764,Suryapet,Huzurnagar,Palakeedu,Cheruvu Thanda,8,274,283,0,557,89,ST (M/W)
10765,Suryapet,Huzurnagar,Palakeedu,Devula Thanda,8,255,258,0,513,89,ST (M/W)
10766,Suryapet,Huzurnagar,Palakeedu,Guduguntlapalem,10,720,787,0,1507,89,UR (W)
10767,Suryapet,Huzurnagar,Palakeedu,Gundeboinagudem,6,191,189,0,380,89,UR (M/W)
10768,Suryapet,Huzurnagar,Palakeedu,Gundlapahad,8,329,367,0,696,89,SC (W)
10769,Suryapet,Huzurnagar,Palakeedu,Hanumaiahgudem,8,228,262,0,490,89,ST (W)
10770,Suryapet,Huzurnagar,Palakeedu,Janpahad,10,806,882,0,1688,89,ST (W)
10771,Suryapet,Huzurnagar,Palakeedu,Jhanpahad Dharga,8,613,627,0,1240,89,ST (M/W)
10772,Suryapet,Huzurnagar,Palakeedu,Komatikunta,8,358,404,0,762,89,ST (M/W)
10773,Suryapet,Huzurnagar,Palakeedu,Mahankaligudem,8,275,325,0,600,89,UR (M/W)
10774,Suryapet,Huzurnagar,Palakeedu,Megadampahad Thanda,8,419,436,0,855,89,ST (M/W)
10775,Suryapet,Huzurnagar,Palakeedu,Musioddusingaram,8,435,486,0,921,89,UR (M/W)
10776,Suryapet,Huzurnagar,Palakeedu,Nagireddygudem,8,438,491,0,929,89,SC (M/W)
10777,Suryapet,Huzurnagar,Palakeedu,Palakeedu,8,577,663,0,1240,89,SC (W)
10778,Suryapet,Huzurnagar,Palakeedu,Raghavapuram,8,282,293,0,575,89,ST (M/W)
10779,Suryapet,Huzurnagar,Palakeedu,Ravipahad,8,413,399,0,812,89,SC (W)
10780,Suryapet,Huzurnagar,Palakeedu,Sajjapuram,8,453,459,0,912,89,UR (W)
10781,Suryapet,Huzurnagar,Palakeedu,Shunyapahad,10,752,794,0,1546,89,UR (M/W)
10782,Suryapet,Huzurnagar,Palakeedu,Yallapuram,10,544,587,0,1131,89,SC (M/W)
10783,Suryapet,Kodad,Ananthagiri,Ameenabad,10,782,861,0,1643,90,UR (W)
10784,Suryapet,Kodad,Ananthagiri,Ananthagiri,10,1057,1151,0,2208,90,SC (W)
10785,Suryapet,Kodad,Ananthagiri,Azmeerathanda,6,152,173,0,325,90,ST (W)
10786,Suryapet,Kodad,Ananthagiri,Bojjagudem Thanda,8,595,620,0,1215,90,ST (W)
10787,Suryapet,Kodad,Ananthagiri,Chanupally,8,495,506,0,1001,90,UR (M/W)
10788,Suryapet,Kodad,Ananthagiri,Gol Thanda (Old),8,257,250,0,507,90,ST (M/W)
10789,Suryapet,Kodad,Ananthagiri,Gol Thanda New,8,494,502,0,996,90,ST (M/W)
10790,Suryapet,Kodad,Ananthagiri,Gondriyala,12,1279,1337,0,2616,90,SC (M/W)
10791,Suryapet,Kodad,Ananthagiri,Khana Puram,8,651,684,0,1335,90,BC (M/W)
10792,Suryapet,Kodad,Ananthagiri,Kistapuram,8,371,418,0,789,90,UR (M/W)
10793,Suryapet,Kodad,Ananthagiri,Kothagudem,8,415,431,0,846,90,ST (M/W)
10794,Suryapet,Kodad,Ananthagiri,Lakka Varam,8,461,511,0,972,90,UR (W)
10795,Suryapet,Kodad,Ananthagiri,Mogalaikota,10,637,676,0,1313,90,UR (W)
10796,Suryapet,Kodad,Ananthagiri,Palaram,10,845,914,0,1759,90,UR (M/W)
10797,Suryapet,Kodad,Ananthagiri,Palaram Thanda,8,230,251,0,481,90,ST (M/W)
10798,Suryapet,Kodad,Ananthagiri,Shantinagar,10,730,798,0,1528,90,BC (W)
10799,Suryapet,Kodad,Ananthagiri,Tripuravaram,10,1083,1162,1,2246,90,SC (W)
10800,Suryapet,Kodad,Ananthagiri,Vaila singavaram,10,1041,1082,0,2123,90,SC (M/W)
10801,Suryapet,Kodad,Ananthagiri,Vasanthapuram,8,361,353,0,714,90,ST (W)
10802,Suryapet,Kodad,Ananthagiri,Venkatrampuram,10,609,663,0,1272,90,UR (M/W)
10803,Suryapet,Kodad,Chilkur,Acharlalgudem,8,548,574,0,1122,90,SC (M/W)
10804,Suryapet,Kodad,Chilkur,Arlegudem,8,522,552,0,1074,90,BC (M/W)
10805,Suryapet,Kodad,Chilkur,Bethavolu,14,3095,3373,0,6468,90,BC (M/W)
10806,Suryapet,Kodad,Chilkur,Chennarigudem,8,479,501,0,980,90,SC (W)
10807,Suryapet,Kodad,Chilkur,Chilkur,14,2899,3142,0,6041,90,UR (W)
10808,Suryapet,Kodad,Chilkur,Dudiyathanda,10,703,696,0,1399,90,UR (M/W)
10809,Suryapet,Kodad,Chilkur,Janakinagar,8,376,426,0,802,90,UR (W)
10810,Suryapet,Kodad,Chilkur,Jerripothulagudem,12,1414,1516,0,2930,90,ST (W)
10811,Suryapet,Kodad,Chilkur,Kommubanda Thanda,6,189,195,0,384,90,ST (M/W)
10812,Suryapet,Kodad,Chilkur,Kondapuram,10,1051,1133,0,2184,90,SC (M/W)
10813,Suryapet,Kodad,Chilkur,Madhavagudem,6,180,204,0,384,90,BC (M/W)
10814,Suryapet,Kodad,Chilkur,Narayanapuram,12,1498,1548,0,3046,90,BC (W)
10815,Suryapet,Kodad,Chilkur,Polenigudem,8,571,614,0,1185,90,UR (M/W)
10816,Suryapet,Kodad,Chilkur,Ramapuram,10,1165,1224,0,2389,90,UR (M/W)
10817,Suryapet,Kodad,Chilkur,Ramchendranagar,8,262,289,0,551,90,UR (M/W)
10818,Suryapet,Kodad,Chilkur,Seethalathanda,8,552,562,0,1114,90,UR (M/W)
10819,Suryapet,Kodad,Chilkur,Seetharampuram,8,411,435,0,846,90,UR (W)
10820,Suryapet,Kodad,Kodad,Adluru(K),8,380,387,0,767,90,UR (W)
10821,Suryapet,Kodad,Kodad,Alwalapuram,8,406,447,0,853,90,UR (M/W)
10822,Suryapet,Kodad,Kodad,Bheekya Thanda,8,558,555,0,1113,90,UR (W)
10823,Suryapet,Kodad,Kodad,Chimiryala,10,786,893,0,1679,90,UR (M/W)
10824,Suryapet,Kodad,Kodad,Dorakunta,12,1415,1536,0,2951,90,BC (M/W)
10825,Suryapet,Kodad,Kodad,Ganapa Varam,12,1791,1871,0,3662,90,SC (W)
10826,Suryapet,Kodad,Kodad,Gudibanda,12,1822,1991,0,3813,90,SC (M/W)
10827,Suryapet,Kodad,Kodad,Kapugal,12,2002,2070,0,4072,90,BC (M/W)
10828,Suryapet,Kodad,Kodad,Kuchipudi,10,1024,1071,0,2095,90,BC (W)
10829,Suryapet,Kodad,Kodad,Kuchipudi Thanda,8,276,293,0,569,90,ST (M/W)
10830,Suryapet,Kodad,Kodad,Mangali Thanda,8,401,443,0,844,90,UR (M/W)
10831,Suryapet,Kodad,Kodad,Nallabanda Gudem,12,1307,1312,1,2620,90,UR (M/W)
