S.No	RIO	State	District	Assembly Constituency	Mandal	Gram Panchayat
9463	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Cheepununthala
9464	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Chennaram
9465	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Chowderpally
9466	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Chukkapur
9467	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Devuni Padakal
9468	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Gaddamedi Tanda
9469	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Garvipally
9470	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Gattuippalapally
9471	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Haryanaik Thanda
9472	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Jangareddypally
9473	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Julapally
9474	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Khanapur
9475	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Korinthakunta Thanda
9476	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Lingaraopally
9477	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Madaipally
9478	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Medakpally
9479	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Padakal
9480	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Padamati Thanda
9481	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Pathakotathanda
9482	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Peddur Thanda
9483	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Poolsingh Thanda
9484	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Rampur
9485	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Talakondapally
9486	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Thummalakunta Thanda
9487	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Veerannapally
9488	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Veljala
9489	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Venkatapur
9490	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Venkatapur Thanda
9491	Mahabubnagar	Telangana	Rangareddy	Kalwakurthy	Talakondapalle	Venkatraopet
9492	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Ayyawariguda
9493	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Chintapatla
9494	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Chowderpally
9495	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Dharmannaguda
9496	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Gadda Mallaiahguda
9497	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Gungal
9498	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Kesi Thanda
9499	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Kothapally
9500	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Kurmidda
9501	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Malkizguda
9502	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Mall
9503	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Manthangourelly
9504	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Medipally
9505	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Mondi Gourelly
9506	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Nallavelly
9507	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Nanaknagar
9508	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Nandiwanaparthy
9509	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Nazdik Singaram
9510	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Takkallapally
9511	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Takkallapally Thanda
9512	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Tatiparthy
9513	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Thammaloniguda
9514	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Toolekhurd
9515	Rachakonda	Telangana	Rangareddy	Ibrahimpatnam	Yacharam	Yacharam
9516	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Aksanpalle
9517	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Almaipet
9518	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Annasagar
9519	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Brahmanapally
9520	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Chandampet
9521	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Chintakunta
9522	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Dakoor
9523	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Kansanpally
9524	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Kichanapalle
9525	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Kodekal
9526	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Kondareddypally
9527	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Kondareddypally Thanda
9528	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Mansanpalle
9529	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Masanpalle
9530	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Nadlapur
9531	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Neredigunta
9532	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Posanipet
9533	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Pothireddypalle
9534	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Ramsanpalle
9535	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Rollapahad
9536	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Saibanpet
9537	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Sangupet
9538	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Tadmanoor
9539	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Talelma
9540	Medak	Telangana	Sangareddy	Andole (SC)	Andhole	Yerraram
9541	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Badrigudem
9542	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Bommareddy Gudem
9543	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Chakriyal
9544	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Choutakur
9545	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Gangojipet
9546	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Korpole
9547	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Lingampally
9548	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Posanipally
9549	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Sarafpally
9550	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Shivampet
9551	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Sulthanpur
9552	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Thaddanpally
9553	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Upparigudem
9554	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Vendikole
9555	Medak	Telangana	Sangareddy	Andole (SC)	Chowtakur	Venkata Kistapur
9556	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Anantharam
9557	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Kanukunta
9558	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Kothapally
9559	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Mambapoor
9560	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Nagireddygudem
9561	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Nallavelly
9562	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Ramreddy Bavi
9563	Medak	Telangana	Sangareddy	Patancheru	Gummadidala	Veerareddypally
9564	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Borpatla
9565	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Brahmanaguda
9566	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Chandapur
9567	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Cheekmaddur
9568	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Chintalcheru
9569	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Devulpally
9570	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Devunigutta Thanda
9571	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Doulthabad
9572	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Govindrajpally
9573	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Gundlamachnoor
9574	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Hathnoora
9575	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Kasala
9576	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Kodipaka
9577	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Konampet
9578	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Konyal
9579	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Kothagudem
9580	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Lakma Thanda
9581	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Lingapur
9582	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Madhura
9583	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Malkapur
9584	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Mangapur
9585	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Mucherla
9586	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Nagaram
9587	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Naguldevpally
9588	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Nasthipur
9589	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Nawabpet
9590	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Palpanoor
9591	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Panyal
9592	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Reddy Khanapur
9593	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Royyapally
9594	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Sadullanagar
9595	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Sherkhanpally
9596	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Sikindlapur
9597	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Siripura
9598	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Tellaralla Thanda
9599	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Thurkal Khanapur
9600	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Waddepally*
9601	Medak	Telangana	Sangareddy	Narsapur	Hathanoora	Yellammaguda
9602	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Bardipur
9603	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Bidekanna
9604	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Bojya Naik Thanda
9605	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Bopanpalle
9606	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Boregaon
9607	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Cheelapally
9608	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Cheelapally Thanda
9609	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Chilemamidi
9610	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Chilkepally
9611	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Devarampally
9612	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Edakulapally
9613	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Edulapally
9614	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Gangapur
9615	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Giniyarpalle
9616	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Guntamarpally
9617	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Jeerlapally
9618	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Jharasangam
9619	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Junegaon
9620	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Kakkerwada
9621	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Kamalpally
9622	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Kappad
9623	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Kollur
9624	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Krishnapur
9625	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Kuppanagar
9626	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Machnoor
9627	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Medpally
9628	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Narsapur
9629	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Potpally
9630	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Pyaravaram
9631	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Siddapur
9632	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Tummanpally
9633	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Vanampally
9634	Medak	Telangana	Sangareddy	Zahirabad (SC)	Jharasangam	Yelgoi
9635	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Alikhanpally
9636	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Bibipet
9637	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Devuni Pally
9638	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Fathepur
9639	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Indira Nagar
9640	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Jamla Thanda
9641	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Kalher
9642	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Khanapur (K)
9643	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Krishnapoor
9644	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Mahadevpally
9645	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Mardi
9646	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Masanpally
9647	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Meerkhanpet
9648	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Pomya Naik Thanda
9649	Medak	Telangana	Sangareddy	Narayankhed	Kalher	Raparthy
9650	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Arutla
9651	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Begumpet
9652	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Byathole
9653	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Cheriyal
9654	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Cherlagudem
9655	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Chidruppa
9656	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Chimnapur
9657	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Erdanoor
9658	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Erdanoor Thanda
9659	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Indrakaran
9660	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Julkal
9661	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Kalivemula
9662	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Kandi
9663	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Kashipur
9664	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Koulampet
9665	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Makta Alloor
9666	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Mamidipally
9667	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Thunikila Thanda
9668	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Topugonda
9669	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Uttarpally
9670	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Vaddenaguda Thanda
9671	Medak	Telangana	Sangareddy	Sangareddy	Kandi	Yeddumailaram
9672	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Banswada
9673	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Bheemra
9674	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Borgi
9675	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Chander Thanda
9676	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Chapta [B]
9677	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Chapta [K]
9678	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Chowkanpally
9679	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Damargidda
9680	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Degulwadi
9681	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Enkemori
9682	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Gajulapad
9683	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Gandhi Nagar
9684	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Ghanpur
9685	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Hoba Tanda
9686	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Jamgi -B
9687	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Jamgi- K
9688	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Jeergi Tanda
9689	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Kangti
9690	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Mukund Tanda
9691	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Murkunjal
9692	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Naganpally
9693	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Nagoor [B]
9694	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Nagoor [K]
9695	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Rajaram Thanda
9696	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Ramthirth
9697	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Rasole
9698	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Sadu Tanda
9699	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Sardar Tanda
9700	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Siddhangarga
9701	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Sukkalteerth
9702	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Tadkal
9703	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Turkwadagaon
9704	Medak	Telangana	Sangareddy	Narayankhed	Kangti	Yedalregadi Thanda
9705	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Badampet
9706	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Bilalpur
9707	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Chinthalghat
9708	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Digwal
9709	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Gotigarpally
9710	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Gurujuwada
9711	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Kavelli
9712	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Khanapur
9713	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Kothur Patti Digwal
9714	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Kothur Patti Kohir
9715	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Machireddypally
9716	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Madri
9717	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Maniyarpally
9718	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Nagireddypally
9719	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Paidigummal
9720	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Parsapally
9721	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Picharagad
9722	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Picharagad-A Patha Thanda
9723	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Pothireddypally
9724	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Rajnelly
9725	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Sajjapur
9726	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Siddapur Thanda
9727	Medak	Telangana	Sangareddy	Zahirabad (SC)	Kohir	Venkatapur
9728	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Aliabad
9729	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Ananthasagar
9730	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Ch. Goplaram
9731	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Chimaldari Konapur
9732	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Dobbakunta
9733	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Gangaram
9734	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Garakurthi
9735	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Girmapur
9736	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Gollapally
9737	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Gunthapally
9738	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Haridaspur
9739	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Kondapur
9740	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Machepally
9741	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Malkapur
9742	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Mallepally
9743	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Mansanpally
9744	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Marepally
9745	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Mohammadapur
9746	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Munidevunipally
9747	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Saidapur
9748	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Shivannagudem
9749	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Terpole
9750	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Thammalibai Thanda
9751	Medak	Telangana	Sangareddy	Sangareddy	Kondapur	Togarpally
9752	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Athimyal
9753	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Badalgoan
9754	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Bellapur
9755	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Borancha
9756	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Danvar
9757	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Davvur
9758	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Dosapally
9759	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Dudhagonda
9760	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Kamalapur
9761	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Maikode
9762	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Manoor
9763	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Mugdumpur
9764	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Nadigadda Hukrana
9765	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Pulkurthy
9766	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Raipally
9767	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Ranapur
9768	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Shelgera
9769	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Thimmapur
9770	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Thornal
9771	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Tumnoor
9772	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Usirikapally
9773	Medak	Telangana	Sangareddy	Narayankhed	Manoor	Yelgoi
9774	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Asadgunj
9775	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Auranga Nagar
9776	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Chunnambatti Thanda
9777	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Dhanasiri
9778	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Godigarpally
9779	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Gopanpally
9780	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Gousabad
9781	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Gousabad Thanda
9782	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Gudupally
9783	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Harichander Naik Thanda
9784	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Ippepally
9785	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Jadimalkapur
9786	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Jamgarbouli Thanda
9787	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Khanjamalpur
9788	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Madgi
9789	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Mannapur
9790	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Mirzampally Thanda
9791	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Mogudampally
9792	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Padiyal Thanda
9793	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Raipally Thanda
9794	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Sajjaraopet Thanda
9795	Medak	Telangana	Sangareddy	Zahirabad (SC)	Mogdampalle	Vittunaik Thanda
9796	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Allapur
9797	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Antharam
